Holy Jim Canyon Trail,{'lat': 33.6879423, 'lng': -117.5126501}
Heart Rock Trail,{'lat': 34.259675, 'lng': -117.3055101}
Vivian Creek Trail to San Gorgonio Peak,{'lat': 34.098954, 'lng': -116.8247307}
Lower Yosemite Falls Trail,{'lat': 37.7464114, 'lng': -119.5962486}
Muir Woods Trail,{'lat': 37.8970199, 'lng': -122.5811177}
Castle Rock Trail,{'lat': 34.8372617, 'lng': -111.7800899}
PG&E  Upper High Meadow  Wildcat  Roque Valley and Coyote Loop,{'lat': 42.4401246, 'lng': -122.9261546}
Donner Creek Loop Trail,{'lat': 37.9080678, 'lng': -121.9191405}
Palos Verdes Bluffs Trail,{'lat': 33.7311357, 'lng': -118.3524752}
Homestead-Blue Ridge Trail,{'lat': 38.5120725, 'lng': -122.096541}
Michael D Antonovich Trail,{'lat': 34.0910995, 'lng': -117.8204419}
Point Lobos Loop Trail,{'lat': 36.5172052, 'lng': -121.9437757}
Whitemore Gulch and Purisima Creek Loop Trail,{'lat': 37.4354155, 'lng': -122.3451131}
South Fortuna Trail and Fortuna Saddle Trail Loop,{'lat': 32.8333096, 'lng': -117.0557492}
Skyline Drive,{'lat': 38.4523421, 'lng': -78.4669096}
Ladder Canyon Trail,{'lat': 33.6256206, 'lng': -115.9959939}
Los Liones Canyon and East Topanga Fire Road,{'lat': 34.0532112, 'lng': -118.5574858}
Potato Mountain Wilderness Trail,{'lat': 34.1657342, 'lng': -117.6919594}
Tomales Point Trail,{'lat': 38.2143777, 'lng': -122.974766}
Four Mile Trail,{'lat': 37.73324480000001, 'lng': -119.5873364}
Bonita Falls Trail,{'lat': 34.2302849, 'lng': -117.5047734}
Rubicon Trail,{'lat': 38.9288593, 'lng': -119.9852607}
Kwaay Paay Peak Trail,{'lat': 32.8327371, 'lng': -117.0423569}
Turnbull Canyon Trail,{'lat': 33.9949781, 'lng': -118.0139737}
Mount Baldy via Devils Backbone Trail,{'lat': 34.2832632, 'lng': -117.6279116}
Paintbrush Trail to Portugese Bend,{'lat': 33.7489458, 'lng': -118.3608046}
Ryan Mountain Trail,{'lat': 33.994421, 'lng': -116.1349489}
Lake Chabot Trail ,{'lat': 37.7147519, 'lng': -122.1047047}
Fullerton Loop Trail,{'lat': 33.8804174, 'lng': -117.9267063}
Stonewall Peak Trail,{'lat': 32.9641694, 'lng': -116.5718654}
Mount Hollywood Trail,{'lat': 34.1245576, 'lng': -118.3019533}
Skyline Drive Trail to Water Tank,{'lat': 33.8381721, 'lng': -117.6156199}
Glacier Point Trail,{'lat': 30.5975748, 'lng': -97.4208486}
Murphy Ranch Trail,{'lat': 33.9595774, 'lng': -117.9815289}
Double Peak Trail,{'lat': 33.1089355, 'lng': -117.1785028}
Seaview and Big Springs Trails Loop,{'lat': 37.8915076, 'lng': -122.2273252}
Peters Canyon Lake View Trail CLOSED,{'lat': 33.7840809, 'lng': -117.7622661}
Mirror Lake via Valley Loop Trail,{'lat': 37.749392, 'lng': -119.550559}
Marshall Canyon Trail,{'lat': 34.1508211, 'lng': -117.7430883}
Cascade Falls Trail,{'lat': 38.9376408, 'lng': -120.1014837}
Sentinel Dome Trail,{'lat': 37.7205455, 'lng': -119.5834763}
Hacienda Hills Ahwinga  Native Oak Loop Trail MODERATE 444,{'lat': 34.0052357, 'lng': -118.0042429}
San Bernardino Peak Trail via Angelus Oaks,{'lat': 34.1077805, 'lng': -116.8498242}
Big Horn Mine Trail,{'lat': 34.3561119, 'lng': -117.7447812}
Hermit Falls Trail,{'lat': 34.1912347, 'lng': -118.0170987}
Mount Zion Loop - Sturtevant to Winter Creek Trails,{'lat': 34.170839, 'lng': -118.0225668}
Fish Canyon Falls Trail CLOSED,{'lat': 34.1690043, 'lng': -117.9261276}
Suicide Rock Trail,{'lat': 33.7708532, 'lng': -116.69724}
Lake Calavera,{'lat': 33.171089, 'lng': -117.288254}
Mother Miguel Mountain Via Rock House Trail,{'lat': 32.6847112, 'lng': -116.9638234}
Waterfalls of Mount Diablo Loop Trail,{'lat': 37.8815913, 'lng': -121.9141528}
Monserate Mountain Trail Loop,{'lat': 33.3722538, 'lng': -117.1486433}
Griffith Park Hollywood Sign Trail,{'lat': 34.1341151, 'lng': -118.3215482}
Bishop Peak Trail from Highland Drive,{'lat': 35.3024744, 'lng': -120.6973949}
Towsley Canyon Loop Trail,{'lat': 34.3576589, 'lng': -118.5620314}
Malibu Lake Trail,{'lat': 34.0979551, 'lng': -118.7314142}
Clouds Rest Trail from Tenaya Lake,{'lat': 37.7677098, 'lng': -119.4893517}
Cahuenga Peak Loop,{'lat': 34.1369508, 'lng': -118.3259105}
Hollywood Sign via Canyon Drive,{'lat': 34.1250646, 'lng': -118.3133095}
Devils Chair Trail,{'lat': 44.2777942, 'lng': -73.2178253}
Pine Knot Trail to Grand View Point,{'lat': 34.2354808, 'lng': -116.9276606}
Lake Anza  Wildcat Gorge  Meadows Canyon  Curran Trails,{'lat': 37.89276700000001, 'lng': -122.242451}
Quicksilver Trail,{'lat': 35.0704627, 'lng': -80.9736715}
Crystal Cove Perimeter Loop,{'lat': 33.60567899999999, 'lng': -117.802359}
Pyles Peak Trail,{'lat': 32.8187595, 'lng': -117.0354727}
Whiting Ranch Trail,{'lat': 33.6978495, 'lng': -117.646418}
Daley Ranch Loop,{'lat': 33.1740934, 'lng': -117.0518698}
Montara Mountain North Peak Loop Trail,{'lat': 37.5288888, 'lng': -122.4272222}
Fairy Falls Trail to Beale/Shingle Falls,{'lat': 39.1153892, 'lng': -121.2425087}
Feather Falls Loop Trail,{'lat': 39.6144754, 'lng': -121.2666248}
Lake Aloha Trail,{'lat': 38.8646803, 'lng': -120.1372782}
Mount Judah Loop Trail,{'lat': 39.31606379999999, 'lng': -120.2718506}
Cataract Falls and Potrero Meadows Loop,{'lat': 37.9318433, 'lng': -122.6353883}
Marion Mountain to San Jacinto,{'lat': 33.814463, 'lng': -116.6791834}
Echo Lakes Trail,{'lat': 39.6603549, 'lng': -105.5981397}
Mugu Peak Trail,{'lat': 34.0955159, 'lng': -119.0568911}
Los Penasquitos Canyon (from Lopez Canyon),{'lat': 32.9065687, 'lng': -117.2065043}
Shirley Canyon Cascades Trail,{'lat': 39.1998524, 'lng': -120.2403049}
Sly Park Jenkinson Lake Loop Trail,{'lat': 38.7257956, 'lng': -120.5485729}
Sunset  Sequoia Bayview  Cindarella  and Sinawik Loop,{'lat': 37.8163276, 'lng': -122.1820394}
Bassi Falls,{'lat': 38.8921289, 'lng': -120.3310274}
Five Lakes Trail,{'lat': 39.1780835, 'lng': -120.2421115}
Eagle Rock via the PCT,{'lat': 33.2546899, 'lng': -116.6116373}
Mount Baden Powell Trail,{'lat': 34.3586117, 'lng': -117.764504}
Mount Wilson Loop via Chantry Flats,{'lat': 34.2264226, 'lng': -118.0642319}
Millard Canyon Falls Trail,{'lat': 34.217358, 'lng': -118.1453044}
Skyline Trail: Cactus to Clouds,{'lat': 33.8253111, 'lng': -116.5504223}
Cuyamaca Peak Loop,{'lat': 32.9467149, 'lng': -116.6064084}
Heather Lake  Emerald Lake  and Pear Lake Trail via Watchtower and Pear Lake Trails ,{'lat': 36.601242, 'lng': -118.6676783}
Stanford Dish Loop Trail,{'lat': 37.40856369999999, 'lng': -122.1795988}
Granite Lake & Maggies Peaks,{'lat': 38.93575360000001, 'lng': -120.1139442}
Big Pine Lakes Trail,{'lat': 37.13038969999999, 'lng': -118.5071974}
Overlook Trail to McWay Falls and Saddle Rock,{'lat': 36.1577405, 'lng': -121.6732815}
Abalone Cove Trail,{'lat': 33.7425367, 'lng': -118.3791885}
Montara Mountain Trail,{'lat': 37.5711942, 'lng': -122.4872374}
Lewis Creek National Scenic Trail to Corlley Falls and Red Rock Falls,{'lat': 37.40331949999999, 'lng': -119.6256722}
Caballero Canyon Trail,{'lat': 34.1356455, 'lng': -118.5462732}
Barker Dam Nature Trail ,{'lat': 34.0280864, 'lng': -116.1436643}
Paseo Miramar Trail ,{'lat': 34.061004, 'lng': -118.5642161}
Sunset Cliffs Park Trail,{'lat': 32.718002, 'lng': -117.2548558}
Aliso Creek and Wood Canyon Loop Trail  ,{'lat': 33.5513213, 'lng': -117.7204421}
Mist Falls Trail,{'lat': 36.8135489, 'lng': -118.54871}
Deep Creek Hot Springs Trail,{'lat': 34.339409, 'lng': -117.176964}
Sykes Hot Springs via Pine Ridge Trail CLOSED,{'lat': 36.2474665, 'lng': -121.7329228}
Bump and Grind Trail,{'lat': 33.726689, 'lng': -116.4126808}
Loch Leven Lakes Trail,{'lat': 39.3092634, 'lng': -120.5157039}
Santiago Creek Trail Loop,{'lat': 33.8215337, 'lng': -117.7761679}
Borrego Canyon to Red Rock Canyon,{'lat': 33.7043356, 'lng': -117.6477063}
Upper Natural Bridge Trail,{'lat': 38.0518659, 'lng': -120.4712441}
Grotto Trail,{'lat': 34.3090645, 'lng': -118.5214183}
Rocky Peak Trail,{'lat': 34.3144612, 'lng': -118.6431477}
Tennessee Valley Trail,{'lat': 37.8690443, 'lng': -122.5283808}
Fryman Canyon Trail,{'lat': 34.1239387, 'lng': -118.3907507}
Shipwreck Trail,{'lat': 33.774102, 'lng': -118.4283485}
Rock Pool and Century Lake Trails,{'lat': 34.0979551, 'lng': -118.7314142}
Rustic Canyon Loop Trail,{'lat': 34.0654719, 'lng': -118.5093797}
Baldwin Hills Scenic Overlook Trail,{'lat': 34.0175826, 'lng': -118.3840379}
Mission Peak from Ohlone College Loop,{'lat': 37.5124365, 'lng': -121.8805126}
Cowles Mountain from Big Rock Trail,{'lat': 32.826815, 'lng': -117.0224082}
Santa Paula Canyon and Punch Bowls Trail (CLOSED),{'lat': 34.4491236, 'lng': -119.0565627}
Dipsea Trail from Muir Woods to Stinson Beach,{'lat': 37.8978679, 'lng': -122.637194}
Bertha Peak Trail,{'lat': 34.2830617, 'lng': -116.899199}
Trail Canyon Falls,{'lat': 34.3204227, 'lng': -118.2554931}
Peters Canyon Loop Trail,{'lat': 33.7840809, 'lng': -117.7622661}
Woodson Mountain via Hwy 67,{'lat': 33.0064968, 'lng': -117.0132431}
Beaudry Loop,{'lat': 34.1933636, 'lng': -118.2410884}
Round Top Loop Trail to Volcanic Trail to Skyline Trail Loop,{'lat': 37.8514126, 'lng': -122.1906875}
Tokopah Valley Trail to Tokopah Falls,{'lat': 36.6085538, 'lng': -118.6900976}
Mount Lowe Railway Loop,{'lat': 34.231948, 'lng': -118.1059034}
Deer Hollow Farm Trail Loop,{'lat': 37.3328156, 'lng': -122.100002}
Vernal and Nevada Falls via the Panorama Trail,{'lat': 37.7274261, 'lng': -119.5437725}
Devils Slide to Saddle Junction Trail,{'lat': 33.7645954, 'lng': -116.6859617}
Bear Valley Trail To Coastal Trail,{'lat': 37.9704281, 'lng': -122.7904641}
Visitor Center Loop Trail,{'lat': 32.8223077, 'lng': -117.0596148}
Rainbow Falls via Devils Postpile Trail,{'lat': 37.6251062, 'lng': -119.0849506}
Lassen Peak,{'lat': 40.4880757, 'lng': -121.50493}
General Sherman Tree Trail,{'lat': 36.5817069, 'lng': -118.751442}
Tahquitz Peak via Devils Slide Trail,{'lat': 33.7645954, 'lng': -116.6859617}
Henninger Flats Trail,{'lat': 34.1923203, 'lng': -118.0893149}
Vital Link Trail,{'lat': 34.2123105, 'lng': -118.2906661}
Lost Palms Oasis,{'lat': 33.7254818, 'lng': -115.7882997}
Carbon Canyon Nature Trail,{'lat': 33.9221652, 'lng': -117.8370192}
John Muir Trail Via Yosemite Valley,{'lat': 37.729371, 'lng': -119.5580092}
Lake Miramar Trail,{'lat': 32.9155397, 'lng': -117.0983575}
Beach Trail / Broken Hill Trail Loop CLOSED,{'lat': 32.9165604, 'lng': -117.2495749}
Torrey Pines - Red Butte  Yucca Point  and Razor Point ,{'lat': 32.9182676, 'lng': -117.2560266}
Vasquez Rocks Trail ,{'lat': 34.4885098, 'lng': -118.3206939}
San Miguel Mountain Trail PRIVATE PROPERTY/CLOSED,{'lat': 32.6973794, 'lng': -116.9370121}
Tahquitz Canyon Loop Trail,{'lat': 33.8231848, 'lng': -116.5265861}
Weir Canyon Trail,{'lat': 33.8343196, 'lng': -117.7396599}
Training Hill,{'lat': 38.9110918, 'lng': -121.0383939}
Bailey Canyon Trail to Jones Peak,{'lat': 34.1713044, 'lng': -118.061603}
Lafayette Reservoir Nature Area Rim Trail,{'lat': 37.8847926, 'lng': -122.145527}
Uvas Canyon Waterfalls CLOSED,{'lat': 37.0851648, 'lng': -121.7918587}
Santa Ynez Canyon Waterfall Trail,{'lat': 34.0916891, 'lng': -118.5688037}
Mount Sutro Loop,{'lat': 37.7582636, 'lng': -122.4571935}
Cougar Crest Trail ,{'lat': 34.2736099, 'lng': -116.9074085}
Schabarum  Purple Sage  and Powder Canyon Loop Trail ,{'lat': 33.9642202, 'lng': -117.9219352}
Mandeville Canyon Trail,{'lat': 34.0936022, 'lng': -118.5033312}
Rodeo Valley Trail To Miwok Trail Loop Via Coastal Trail,{'lat': 37.8261694, 'lng': -122.4996997}
Dripping Cave Hollow Oak Trail,{'lat': 33.5513213, 'lng': -117.7204421}
Volcan Mountain Trail,{'lat': 33.1129685, 'lng': -116.5824219}
Franklin Canyon Site Trail,{'lat': 34.1230546, 'lng': -118.4094889}
Robie Point Firebreak Trail,{'lat': 38.8976142, 'lng': -121.0586142}
Bootjack Trail Loop,{'lat': 37.906744, 'lng': -122.5959684}
Strawberry Canyon Fire Trail,{'lat': 37.877669, 'lng': -122.243068}
Inspiration Point Trail,{'lat': 34.4720076, 'lng': -119.7142799}
Fern Canyon Loop Trail,{'lat': 41.4006253, 'lng': -124.0658822}
McGinty Mountain Trail,{'lat': 32.7519979, 'lng': -116.8608569}
Lake Margaret Trail,{'lat': 38.704456, 'lng': -120.0699162}
Rodeo Beach Coastal Trail Loop,{'lat': 37.8291663, 'lng': -122.5243133}
Crystal Lake Trail,{'lat': 37.6035042, 'lng': -119.0112022}
Ferndell to the West Observatory Loop Trail to Griffith Observatory,{'lat': 34.1093847, 'lng': -118.3076918}
Santiago Peak Holy Jim Trail,{'lat': 33.7102973, 'lng': -117.5342131}
Gray Whale Cove Trail,{'lat': 37.5579273, 'lng': -122.5126581}
The Slot,{'lat': 37.6293082, 'lng': -119.0163787}
Fall Creek,{'lat': 44.7635717, 'lng': -91.27709929999999}
Borrego Palm Canyon ,{'lat': 33.2688482, 'lng': -116.40617}
El Dorado Park Nature Trail,{'lat': 33.8095622, 'lng': -118.0869301}
Bronson Caves,{'lat': 34.1213309, 'lng': -118.3143371}
Quarry Trail,{'lat': 35.932507, 'lng': -83.93204899999999}
Tuolumne Table Mountain,{'lat': 37.98298, 'lng': -120.434362}
Castle Peak Trail,{'lat': 30.42349369999999, 'lng': -97.86272129999999}
Ernie Maxwell Scenic Trail,{'lat': 33.764825, 'lng': -116.68718}
Old Zoo Trail,{'lat': 34.133849, 'lng': -118.2893765}
Seven Springs Trail Loop,{'lat': 34.18913149999999, 'lng': -81.4142691}
Mitchell Creek to Diablo Summit,{'lat': 37.8815913, 'lng': -121.9141528}
Inspiration Point,{'lat': 37.09024, 'lng': -95.712891}
San Antonio Falls Trail,{'lat': 34.2668961, 'lng': -117.6334656}
N. Fork Matilija Trail 23W07 (CLOSED),{'lat': 34.5086343, 'lng': -119.3844044}
Big Falls Trail,{'lat': 34.0830902, 'lng': -116.8949349}
Bridalveil Fall Trail,{'lat': 37.716669, 'lng': -119.6463888}
Cataract Falls Trail  High Marsh  Kent Trail  and Helen Market Trail,{'lat': 37.9318433, 'lng': -122.6353883}
Hidden Valley Nature Trail,{'lat': 34.01242, 'lng': -116.168094}
Skyline-to-the-Sea Trail,{'lat': 37.1755175, 'lng': -122.2344553}
Mishe Mokwa to Tri-Peaks and Sandstone Peak,{'lat': 34.12035280000001, 'lng': -118.9319547}
Cave of Muntis Via El Escorpian Trail,{'lat': 34.200125, 'lng': -118.664361}
Bernardo Mountain Summit Trail,{'lat': 33.0639309, 'lng': -117.088088}
Klondike and Portuguese Canyon Trails,{'lat': 33.7489458, 'lng': -118.3608046}
Taft Point and The Fissures,{'lat': 37.7129827, 'lng': -119.6046084}
Mission Point via Bee Canyon Trail,{'lat': 34.3093955, 'lng': -118.5136168}
Dipsea Trail to Steep Ravine Trail Loop from Stinson,{'lat': 37.8890472, 'lng': -122.6107881}
Old Landing Cove Trail,{'lat': 36.9608175, 'lng': -122.0833662}
Corral Canyon Loop Trail,{'lat': 34.0386564, 'lng': -118.7326839}
Alum Rock South Rim Trail ,{'lat': 37.3974169, 'lng': -121.7943223}
Pleasanton Ridge Trail,{'lat': 37.6154094, 'lng': -121.8823708}
Cathedral Lakes Trail,{'lat': 37.843523, 'lng': -119.4209251}
Whittemore Gulch and Harkins Ridge Loop Trail,{'lat': 37.4354155, 'lng': -122.3451131}
Lake Poway Loop Trail,{'lat': 33.0036271, 'lng': -117.0293584}
Bonelli Park Trail,{'lat': 34.081107, 'lng': -117.8081453}
Woodland Trail,{'lat': 45.1231944, 'lng': -93.68900520000001}
Panoramic Hill - Chaparral Peak - Strawberry Canyon Loop,{'lat': 37.8782589, 'lng': -122.2230234}
Dunn  Graham and West Ridge Trail Loop ,{'lat': 37.8020533, 'lng': -122.1444402}
Pumpkin Rock Trail,{'lat': 33.9310994, 'lng': -117.517687}
Fishermans Camp via Tenaja Falls Trailhead,{'lat': 33.5558946, 'lng': -117.3983649}
Oak Canyon to Grasslands Trail,{'lat': 32.817952, 'lng': -117.05601}
Sequoia Trail,{'lat': 37.1797319, 'lng': -122.2116888}
Cleos Bath Trail,{'lat': 38.2076279, 'lng': -119.9526878}
Mount Diablo North Peak Trail,{'lat': 37.8835953, 'lng': -121.9097633}
Sweeney Ridge Trail via Sneath Lane,{'lat': 37.6110486, 'lng': -122.4586021}
El Moro Canyon Short Loop Trail,{'lat': 33.5663373, 'lng': -117.8213902}
Codfish Falls Trail CLOSED,{'lat': 39.0003138, 'lng': -120.9400803}
Mount Diablo Grand Loop Trail,{'lat': 37.8815913, 'lng': -121.9141528}
Climbers Loop Trail,{'lat': 32.8257332, 'lng': -117.0509172}
High Peaks Condor Gulch Trail,{'lat': 36.4905655, 'lng': -121.1824925}
Kirby Cove,{'lat': 37.828643, 'lng': -122.4904686}
Garcia Trail to Azusa Peak CLOSED,{'lat': 34.1512874, 'lng': -117.8891254}
Little Lakes Valley to Gem Lakes,null,
Sierra Buttes Lookout Trail,{'lat': 39.5936777, 'lng': -120.6460585}
Baltimore Canyon Via Dawn Falls Trail Loop,{'lat': 37.9369143, 'lng': -122.5609035}
Chiquito Trail to Chiquito Falls,{'lat': 33.6205056, 'lng': -117.4556958}
Congress Trail,{'lat': 36.5810388, 'lng': -118.7496515}
 Upper Newport Bay Ecological Reserve Loop,{'lat': 33.6545595, 'lng': -117.8862821}
Twin Lakes Trail,{'lat': 48.6680439, 'lng': -122.8220844}
Marble Fork Trail to Marble Falls,{'lat': 36.521132, 'lng': -118.7994916}
Deer Canyon Loop Trail,{'lat': 33.8631777, 'lng': -117.7563954}
Cooper Canyon Falls Trail,{'lat': 34.3475172, 'lng': -117.9110593}
Rae Lakes Trail,{'lat': 36.7946543, 'lng': -118.5827456}
Parker Mesa Overlook Trail,{'lat': 34.0592204, 'lng': -118.5738985}
Arch Rock Nature Trail,{'lat': 33.9853125, 'lng': -116.0166037}
Murray Canyon Trail to Seven Falls,{'lat': 33.7497062, 'lng': -116.539737}
North Table Mountain Ecological Preserve Loop Trail,{'lat': 39.5980037, 'lng': -121.5556526}
Arroyo Seco Trail,{'lat': 34.1503522, 'lng': -118.1656507}
Bumpass Hell Trail,{'lat': 40.4581519, 'lng': -121.5010592}
Mount Tamalpais: Middle Peak Loop Trail,{'lat': 37.9235439, 'lng': -122.5964705}
Batiquitos Lagoon Trail,{'lat': 33.0935999, 'lng': -117.3013926}
Poop Out Trail,{'lat': 34.0420435, 'lng': -117.8385811}
Island and Twin Lakes,{'lat': 38.8503468, 'lng': -120.2262948}
Steep Canyon Trail,{'lat': 34.0070084, 'lng': -117.806572}
North Fortuna via Rolling Hills,{'lat': 32.8467333, 'lng': -117.0603963}
La Tuna Canyon Loop Trail,{'lat': 34.2365396, 'lng': -118.3189262}
Bolsa Chica Ecological Reserve Trail,{'lat': 33.6956195, 'lng': -118.0464005}
Box Springs Mountain Park,{'lat': 33.9812859, 'lng': -117.2906473}
Fallen Leaf Lake Trail,{'lat': 38.8786393, 'lng': -120.0742364}
Hollenbeck Canyon Trail,{'lat': 32.6705979, 'lng': -116.8228923}
Ewoldsen Trail CLOSED,{'lat': 36.166967, 'lng': -121.6674039}
Porter Ranch Trails,{'lat': 34.278611, 'lng': -118.5278033}
Musch Trail to Eagle Rock,{'lat': 34.1074429, 'lng': -118.570987}
Dripping Springs Campground Trail,{'lat': 33.4651058, 'lng': -116.9709943}
Grays Peak Trail CLOSED,{'lat': 39.6336054, 'lng': -105.817164}
Wind Wolves Preserve Trail,{'lat': 34.99432, 'lng': -119.185309}
Lake Hollywood Trail,{'lat': 34.1197689, 'lng': -118.3308532}
Santiago Oaks Trail,{'lat': 33.8215337, 'lng': -117.7761679}
Sapphire Falls Trail CLOSED,{'lat': 28.4660501, 'lng': -81.47077999999999}
Burney Falls Loop Trail,{'lat': 41.014884, 'lng': -121.650607}
Muir Beach to Rodeo Beach,{'lat': 37.830669, 'lng': -122.5370429}
Laurel Canyon - Bommer Ridge Loop,{'lat': 29.5004288, 'lng': -98.7068022}
Bayview Trail,{'lat': 48.0625294, 'lng': -122.1225569}
Upper Hot Spring Canyon to Falls Trail,null,
Borrego Canyon to Vista Look Out Trail,{'lat': 33.689869, 'lng': -117.6564103}
Lost Coast Trail: Mattole to Black Sands Beach,{'lat': 40.3023576, 'lng': -124.3539389}
Vikingsholm Trail,{'lat': 38.9522421, 'lng': -120.1069063}
North Trail,{'lat': 26.6804827, 'lng': -81.7996984}
Backbone Trail to Sandstone Peak,null,
Point Dume Cove Trail,{'lat': 34.001201, 'lng': -118.806442}
Fortynine Palms Oasis Trail,{'lat': 34.1192942, 'lng': -116.1121121}
Bill Cull Trail,{'lat': 34.1749564, 'lng': -117.9871351}
Chilnualna Falls Trail,{'lat': 37.5484651, 'lng': -119.6334428}
Cerro Alto Trail Loop,{'lat': 35.4243148, 'lng': -120.7386786}
Clouds Rest Trail from Yosemite Valley,{'lat': 37.7677098, 'lng': -119.4893517}
Annies Canyon and Rios Avenue Trail,{'lat': 33.0036458, 'lng': -117.2724344}
Lake Murray Trail,{'lat': 32.7824529, 'lng': -117.0392978}
Reservoir Canyon Trail,{'lat': 35.2863102, 'lng': -120.6226844}
Ralston Peak Trail,{'lat': 38.8332409, 'lng': -120.1015747}
Inspiration Point via Sam Merril Trail to Castle Canyon Trail,{'lat': 34.2109973, 'lng': -118.1204144}
Batteries to Bluffs Trail,{'lat': 37.7973617, 'lng': -122.4793445}
Lost Horse Mine Loop Trail,{'lat': 33.9418001, 'lng': -116.1412047}
Big Laguna Trail,{'lat': 32.8808926, 'lng': -116.4632784}
Baldy Bowl Trail to Mount San Antonio,{'lat': 34.2888927, 'lng': -117.6467218}
Wildwood Canyon Trail,{'lat': 34.2123105, 'lng': -118.2906661}
Verdugo Crest Trail,{'lat': 40.7542152, 'lng': -121.3857233}
Boney Mountain Overlook Trail,{'lat': 34.116281, 'lng': -118.940434}
Soberanes Canyon Trail,{'lat': 36.4578158, 'lng': -121.9148897}
